index	#1 Label	#2 ImageID	#3 String	#3 String
257	2	470112.jpg	RT @ ManchesterFarmQ : Everybody loves @ Bigbadchef including $T$ @ # biggayms @ citygrit	Morgan Freeman
258	1	14707.jpg	RT @ SlLVERSCREENS : $T$ ( 1989 )	Winona Ryder
259	1	421788.jpg	$T$ wide receiver Michael Floyd has surgery on fingers	Cardinals
260	0	421788.jpg	Cardinals wide receiver $T$ has surgery on fingers	Michael Floyd
261	2	1123121.jpg	Me and $T$ ( @ DBrooks55 )	Mr Derrick Brooks
262	2	1735431.jpg	RT @ HuffPostArts : A woman artist you should know : Moroccan - Born photographer $T$	Lalla Essaydi
263	1	525352.jpg	RT @ InnovationUNT : Elevator pitch started - idea : sell back pack in the $T$ to support kids in Columbia .	US
264	2	525352.jpg	RT @ InnovationUNT : Elevator pitch started - idea : sell back pack in the US to support kids in $T$ .	Columbia
265	1	1132156.jpg	RT @ PATRIOTSdotCOM : # Patriots honored during Red Sox Opening Day at $T$ PHOTOS :	Fenway Park
266	1	662973.jpg	$T$ working the check in for the # miba mixer @ MJBAnet	Tina Cox
267	1	662973.jpg	Tina Cox working the check in for the $T$ mixer @ MJBAnet	# miba
268	2	63944.jpg	RT @ AuthorGiaLee : I ' ve titled this one Interplay of Light amp Shadow . Took it in beautiful $T$ , SC .	Columbia
269	1	63944.jpg	RT @ AuthorGiaLee : I ' ve titled this one Interplay of Light amp Shadow . Took it in beautiful Columbia , $T$ .	SC
270	0	1097769.jpg	One is a former $T$ that was never charged with a crime despite defrauding people . The other is Jon Corzine .	Dem Senator
271	0	1097769.jpg	One is a former Dem Senator that was never charged with a crime despite defrauding people . The other is $T$ .	Jon Corzine
272	1	72978.jpg	RT @ HuffingtonPost : $T$ # Emmys	Sarah Hyland
273	1	72978.jpg	RT @ HuffingtonPost : Sarah Hyland $T$	# Emmys
274	0	36619.jpg	$T$ is Suddenly Dangerous to Apple and Google MSFT AAPL GOOGL	Microsoft
275	1	36619.jpg	Microsoft is Suddenly Dangerous to $T$ and Google MSFT AAPL GOOGL	Apple
276	1	36619.jpg	Microsoft is Suddenly Dangerous to Apple and $T$ MSFT AAPL GOOGL	Google
277	1	70778.jpg	$T$ , 5 , gets a frozen slushie the day after four people were shot at 35th and Prairie	Cynia Davis
278	1	116971.jpg	RT @ thehill : New poll has $T$ , Trump in virtual tie at top of GOP 2016 field :	Jeb Bush
279	1	116971.jpg	RT @ thehill : New poll has Jeb Bush , $T$ in virtual tie at top of GOP 2016 field :	Trump
280	1	116971.jpg	RT @ thehill : New poll has Jeb Bush , Trump in virtual tie at top of $T$ 2016 field :	GOP
281	1	66012.jpg	RT @ washingtonpost : $T$ ' s 2016 presidential bid starts today	Hillary Clinton
282	2	34551.jpg	RT @ dick nixon : $T$ remains an inspirational figure to young Americans . - RZ @ hellocalla	President Nixon
283	2	70731.jpg	$T$ fans in Chicago ' s Lincoln Park celebrate another # USWNT goal	USA
284	1	70731.jpg	USA fans in $T$ ' s Lincoln Park celebrate another # USWNT goal	Chicago
285	1	70731.jpg	USA fans in Chicago ' s $T$ celebrate another # USWNT goal	Lincoln Park
286	2	70731.jpg	USA fans in Chicago ' s Lincoln Park celebrate another $T$ goal	# USWNT
287	2	703599.jpg	$T$ canvass kickoff ! Rishika leading the charge for @ RoKhannaUSA here in # CA17 !	# Milpitas
288	1	703599.jpg	# Milpitas canvass kickoff ! $T$ leading the charge for @ RoKhannaUSA here in # CA17 !	Rishika
289	1	1022845.jpg	Feeling and looking like summer in $T$ !	Minnesota
290	1	117290.jpg	RT @ politico : The latest cartoon from $T$ @ wuerker :	Matt
291	2	38075.jpg	RT @ LadyGagaNews4U : $T$ with hardly any make - up and looking super hot ! # ARTpop	Gaga
292	1	72862.jpg	RT @ Defplatform : $T$ idee of het een marineschip is , maar mooi is het wel .	Geen
293	1	1808427.jpg	$T$ and his dad reflect on fleeing # NOLA to Houston on 10 - yr anniversary of Katrina . # kubball	Kelly Oubre
294	1	1808427.jpg	Kelly Oubre and his dad reflect on fleeing $T$ to Houston on 10 - yr anniversary of Katrina . # kubball	# NOLA
295	1	1808427.jpg	Kelly Oubre and his dad reflect on fleeing # NOLA to $T$ on 10 - yr anniversary of Katrina . # kubball	Houston
296	2	1808427.jpg	Kelly Oubre and his dad reflect on fleeing # NOLA to Houston on 10 - yr anniversary of $T$ . # kubball	Katrina
297	2	73475.jpg	$T$ and the Michigan Avenue street wall . Thanks , Frank Gehry !	Pritzker Pavilion
298	2	73475.jpg	Pritzker Pavilion and the $T$ street wall . Thanks , Frank Gehry !	Michigan Avenue
299	2	73475.jpg	Pritzker Pavilion and the Michigan Avenue street wall . Thanks , $T$ !	Frank Gehry
300	1	552068.jpg	@ 1bluecube Hey $T$ how are you ! Please check out this show in Vegas	Tami
301	1	552068.jpg	@ 1bluecube Hey Tami how are you ! Please check out this show in $T$	Vegas
302	0	118152.jpg	RT @ NBAMemes : Sorry $T$ ! # NBAPlayoffs	Chandler Parsons
303	1	20173.jpg	RT @ NikeTennis : $T$ Presents : @ MariaSharapova .	Nike Sportswear
304	1	655561.jpg	RT @ piercearrow33 : $T$ by KutubUddin	Orange - tip Butterfly
305	1	655561.jpg	RT @ piercearrow33 : Orange - tip Butterfly by $T$	KutubUddin
306	1	1286906.jpg	$T$ Tumbles to Samsung as Smartphone Shipment Leader	Apple
307	2	1286906.jpg	Apple Tumbles to $T$ as Smartphone Shipment Leader	Samsung
308	1	94317.jpg	RT @ btiflCINEMA : $T$ ( 2014 ) Dir . Morten Tyldum	The Imitation Game
309	2	1327056.jpg	$T$ snow !	Elizabeth City
310	1	506639.jpg	Defenseman $T$ ( @ ABitetto7 ) has inked a 1 - year deal to remain with the # Preds - - gt	Anthony Bitetto
311	1	506639.jpg	Defenseman Anthony Bitetto ( @ ABitetto7 ) has inked a 1 - year deal to remain with the $T$ - - gt	# Preds
312	0	14478.jpg	Usually sceptical of celebrities : $T$ is different with consistent commitment - in tradition of . @ miafarrow	AngelinaJolie
313	1	746847.jpg	RT @ LesaMonroe : $T$ : How long have you been a Republican ? Trump :	Megyn Kelly
314	1	746847.jpg	RT @ LesaMonroe : Megyn Kelly : How long have you been a $T$ ? Trump :	Republican
315	1	746847.jpg	RT @ LesaMonroe : Megyn Kelly : How long have you been a Republican ? $T$ :	Trump
316	1	117701.jpg	RT @ Stratfor : In $T$ , natural gas drives renewed engagement with the United States .	Bolivia
317	1	117701.jpg	RT @ Stratfor : In Bolivia , natural gas drives renewed engagement with the $T$ .	United States
318	1	94169.jpg	RT @ MovieRelateable : $T$	Django Unchained
319	0	74376.jpg	RT @ WorIdStarComedy : Shorty bought that already cooked chicken from $T$ and . . . NAH . NOPE . NO .	Walmart
320	2	506595.jpg	$T$ readies the next generation of players from Middle Tennessee - - gt	# Preds Hockey School
321	2	506595.jpg	# Preds Hockey School readies the next generation of players from $T$ - - gt	Middle Tennessee
322	1	502875.jpg	RT @ ProfDauber : @ MeredithFrost ALL MEN MUST DIE cc : @ GameOfThrones # GameOfThrones $T$	# Hollywood
323	1	575455.jpg	Check out our last back to school photo album on $T$ ! # FortCollins # Wellington	Facebook
324	1	250269.jpg	What will $T$ reveal here at the # AppleEvent ? Apple using about half of the Civic for seats , the other for a stage	Apple
325	1	250269.jpg	What will Apple reveal here at the # AppleEvent ? $T$ using about half of the Civic for seats , the other for a stage	Apple
326	2	247323.jpg	RT @ chef100 : Chinese new year at $T$ @ chandco	Kingswood
327	2	410848.jpg	RT @ MDBiz : Get to know the $T$ ! Check out this feature on Berlin , Maryland .	Eastern Shore
328	1	410848.jpg	RT @ MDBiz : Get to know the Eastern Shore ! Check out this feature on $T$ , Maryland .	Berlin
329	1	410848.jpg	RT @ MDBiz : Get to know the Eastern Shore ! Check out this feature on Berlin , $T$ .	Maryland
330	0	14084.jpg	RT @ SportsNation : $T$ . . . how does it feel to have the most missed FGs in NBA history ?	Kobe
331	1	14084.jpg	RT @ SportsNation : Kobe . . . how does it feel to have the most missed $T$ in NBA history ?	FGs
332	1	14084.jpg	RT @ SportsNation : Kobe . . . how does it feel to have the most missed FGs in $T$ history ?	NBA
333	2	1772399.jpg	RT @ soompi : Happy Birthday to Actor $T$ ! ( ) # Happy28thBirthdayLeeMinHo	Lee Min Ho
334	1	24329.jpg	RT @ Olympics : Team $T$ # OpeningCeremony	Canada
335	1	34470.jpg	RT @ BeschlossDC : Young $T$ writes President Franklin Roosevelt 1940 asking for 10 bill : # NARA	Fidel Castro
336	1	34470.jpg	RT @ BeschlossDC : Young Fidel Castro writes $T$ 1940 asking for 10 bill : # NARA	President Franklin Roosevelt
337	1	34470.jpg	RT @ BeschlossDC : Young Fidel Castro writes President Franklin Roosevelt 1940 asking for 10 bill : $T$	# NARA
338	0	1433003.jpg	Um . . . Is $T$ the worst prime minister in history ? PART TWO National @ NatObserver # cdnpoli	Harper
339	2	459632.jpg	Congratulations to 2016 # MissAmerica STEM Scholarship Award winner , @ MissAmericaTN $T$ .	Hannah Robison
340	2	8775.jpg	@ JimFlaherty : It has been an honour to serve $T$ . Thank you for the opportunity . ur services r truly appreciated	Canada
341	0	412946.jpg	She loves the camera . He does not like $T$ . Thanks for being a good sport Santa . # tbomb # kodabug # christmas201 . . .	Santa
342	2	412946.jpg	She loves the camera . He does not like Santa . Thanks for being a good sport $T$ . # tbomb # kodabug # christmas201 . . .	Santa
343	1	209459.jpg	RT @ Irenie M : # Retweet this to share why one former $T$ Senator and Vietnam Veteran is supporting Barack # Obama : v . . .	# GOP
344	1	209459.jpg	RT @ Irenie M : # Retweet this to share why one former # GOP Senator and $T$ Veteran is supporting Barack # Obama : v . . .	Vietnam
345	2	209459.jpg	RT @ Irenie M : # Retweet this to share why one former # GOP Senator and Vietnam Veteran is supporting $T$ # Obama : v . . .	Barack
346	2	209459.jpg	RT @ Irenie M : # Retweet this to share why one former # GOP Senator and Vietnam Veteran is supporting Barack $T$ : v . . .	# Obama
347	2	116326.jpg	$T$ loves @ UCLAFootball # gobruins # BeatSC	Hollywood
348	2	127671.jpg	RT @ rolandgarros : Can you say trophy biter ? $T$ and another one here at # RG13	Nadal
349	1	74439.jpg	How many $T$ does it take to change a tire ? 1 unless it ' s a blowout then they all show up . D . Forward # PETS2015	Cowboys
350	1	610581.jpg	$T$ Istanbul Case Pending in Constitutional Court	KCK
351	1	610581.jpg	KCK $T$ Case Pending in Constitutional Court	Istanbul
352	1	610581.jpg	KCK Istanbul Case Pending in $T$	Constitutional Court
353	2	72864.jpg	$T$ ' Jay Cutler in the Tribune today , and more # Bears photos :	Fumblin
354	2	72864.jpg	Fumblin ' $T$ in the Tribune today , and more # Bears photos :	Jay Cutler
355	1	72864.jpg	Fumblin ' Jay Cutler in the $T$ today , and more # Bears photos :	Tribune
356	2	72864.jpg	Fumblin ' Jay Cutler in the Tribune today , and more $T$ photos :	# Bears
357	2	1362898.jpg	RT @ imgutsy : Beautiful $T$ in the East Coast # airisbetterouthere	Christmas
358	2	1362898.jpg	RT @ imgutsy : Beautiful Christmas in the $T$ # airisbetterouthere	East Coast
359	1	73916.jpg	$T$	Chow town
360	2	1053812.jpg	Congrats to TWO # MariettaAward winners , $T$ amp Christine at PF Indianapolis , IN . Keep making members feel welcome !	Ashley
361	2	1053812.jpg	Congrats to TWO # MariettaAward winners , Ashley amp $T$ at PF Indianapolis , IN . Keep making members feel welcome !	Christine
362	1	1053812.jpg	Congrats to TWO # MariettaAward winners , Ashley amp Christine at $T$ , IN . Keep making members feel welcome !	PF Indianapolis
363	1	1053812.jpg	Congrats to TWO # MariettaAward winners , Ashley amp Christine at PF Indianapolis , $T$ . Keep making members feel welcome !	IN
364	1	21400.jpg	RT @ CauseWereGuys : $T$ lmao	Ryan Reynolds
365	0	1697370.jpg	RT @ DanceGoaIs : $T$ killed it !	Chris Brown
366	2	1299955.jpg	RT @ NPRrussell : $T$ arrives in Selma to cheers as his motorcade drives over the Edmund Pettus Bridge .	President Obama
367	1	1299955.jpg	RT @ NPRrussell : President Obama arrives in $T$ to cheers as his motorcade drives over the Edmund Pettus Bridge .	Selma
368	1	1299955.jpg	RT @ NPRrussell : President Obama arrives in Selma to cheers as his motorcade drives over the $T$ .	Edmund Pettus Bridge
369	2	316634.jpg	RT @ arrangemygroup : Thanks to $T$ @ hotelfootballuk for the showround . We love the roof terrace # arrangemy	Jack
370	2	90512.jpg	$T$ on prepping for @ WolfHallThePlay each day : I run around the auditorium racing through the stalls !	Nathaniel Parker
371	2	73183.jpg	From such great heights . . . # chicago showing off from the $T$ building roof # skyline # pano	Leo Burnett
372	1	701357.jpg	RT @ HC WSHC : # WSHC Semifinal $T$ vs . United States Live Statistics amp Webcast :	Korea
373	1	383657.jpg	RT @ USNavy : NOW : Watch as we remember our fallen in $T$ - # ChattanoogaStrong	Chattanooga
374	1	543588.jpg	# Royal Exhibition Building $T$ and its # CarltonGardens @ Hyp Radio # UNESCO for visiting !	# Australia
375	2	543588.jpg	# Royal Exhibition Building # Australia and its # CarltonGardens @ Hyp Radio $T$ for visiting !	# UNESCO
376	1	73321.jpg	$T$ heads in Millennium Park	Jaume Plensa
377	1	73321.jpg	Jaume Plensa heads in $T$	Millennium Park
378	1	153736.jpg	RT @ DisneyParks : PHOTOS : Learn more about traveling through $T$ with Adventures by Disney :	Austria
379	1	153736.jpg	RT @ DisneyParks : PHOTOS : Learn more about traveling through Austria with Adventures by $T$ :	Disney
380	2	314364.jpg	RT @ Gabriele Corno : Cherry blossoms in $T$ # inspiration # sakura # CGE # pink	Washington DC
381	2	1993288.jpg	Stunning sports photography by $T$	Mitchel Gray
382	2	74518.jpg	RT @ WSJ : $T$ is one of many dogs helping search for victims of the Washington mudslide : ( Reuters )	Tryon
383	0	74518.jpg	RT @ WSJ : Tryon is one of many dogs helping search for victims of the $T$ mudslide : ( Reuters )	Washington
384	1	70336.jpg	RT @ TWCNewsBuffalo : The @ ECDOH to hold clinics after employee at $T$ tested positive for Hepatitis A . http	Casa Di Pizza
385	2	90478.jpg	This lady is rocking the red AND her tenth tony nomination . Tune in now for $T$ ! # NY1Tonys	Chita
386	2	608735.jpg	RT @ CoachJim4UM : . @ coachjeddfisch Dr . Paul $T$ Me and 3D Charles Woodson @ Mottchildren	Cederna
387	2	608735.jpg	RT @ CoachJim4UM : . @ coachjeddfisch Dr . Paul Cederna Me and 3D $T$ @ Mottchildren	Charles Woodson
388	2	1345437.jpg	RT @ coleanderson23 : I got a picture with $T$ @ brady banuelos	tony Alva
389	1	811385.jpg	Road Trip To $T$ , Mexico : explore sights around Cancun # exploremexico # expat # gonative	Valladolid
390	1	811385.jpg	Road Trip To Valladolid , $T$ : explore sights around Cancun # exploremexico # expat # gonative	Mexico
391	1	811385.jpg	Road Trip To Valladolid , Mexico : explore sights around $T$ # exploremexico # expat # gonative	Cancun
392	2	1490987.jpg	RT @ iuwrestling1 : Congrats $T$ on a great season and great career ! # d1wrestle # GoIU	Taylor
393	2	33819.jpg	What a night . Happy birthday $T$ .	Danger
394	1	520187.jpg	6 Ways to Open Your Life up to Cosmic Energy - $T$ # spirituality # cosmicenergy	Waking Times
395	1	196973.jpg	Folks from $T$ St . Paul checking out the Next Generation learning spaces in the EHS Media Center . # eLearning2	North
396	1	196973.jpg	Folks from North St . Paul checking out the Next Generation learning spaces in the $T$ . # eLearning2	EHS Media Center
397	1	686752.jpg	Now , in a cab to $T$ to see the fam !	Dhaba
398	1	12669.jpg	RT @ RefugeeRRights : $T$ High Commissioner for Refugees Statement on Refugee Crisis in Europe	UN
399	1	12669.jpg	RT @ RefugeeRRights : UN High Commissioner for Refugees Statement on Refugee Crisis in $T$	Europe
400	2	842113.jpg	RT @ AthIetesDesire : $T$ is a genius	Drake
401	2	631188.jpg	RT @ KalieyKhristen : $T$ was like	Nicki
402	0	791629.jpg	Energy - rich $T$ devalues currency against dollar	Turkmenistan
403	1	417839.jpg	Busy day for lobbying at the legislative building in $T$ . Addressing everything from coal ash to film incentives .	Raleigh
404	1	632570.jpg	Makeup and hair by @ alexlamarsh photo by $T$ model is @ LewisValleau of @ WOLVVESNYC styling @ YOUANDIAREHEREx	Casey Vange
405	1	45759.jpg	RT @ Deadspin : The $T$ made it through airport security :	Stanley Cup
406	2	684715.jpg	RT @ TheMavsQueen : Bro . I love $T$ amp every thing he stands for .	Marshawn Lynch
407	2	70028.jpg	RT @ MichelleDenisee : Best $T$ of the day goes to @ curtislepore	snap chat
408	1	34590.jpg	RT @ davidmwessel : Stan who needs a tie anyhow $T$ at ECB conference in Sintra with Draghi .	Fischer
409	1	34590.jpg	RT @ davidmwessel : Stan who needs a tie anyhow Fischer at $T$ conference in Sintra with Draghi .	ECB
410	1	34590.jpg	RT @ davidmwessel : Stan who needs a tie anyhow Fischer at ECB conference in $T$ with Draghi .	Sintra
411	1	34590.jpg	RT @ davidmwessel : Stan who needs a tie anyhow Fischer at ECB conference in Sintra with $T$ .	Draghi
412	1	36756.jpg	RT @ timelessbae : $T$ Left Eye Lopez 90s	Lisa
413	1	36756.jpg	RT @ timelessbae : Lisa $T$ Lopez 90s	Left Eye
414	1	36756.jpg	RT @ timelessbae : Lisa Left Eye $T$ 90s	Lopez
415	2	696701.jpg	# MontageMonday best career moments of # one2watch $T$ , @ Paralympic champion from @ RussianParalymp	Alena Kaufman
416	1	1372843.jpg	$T$ just bought a 590 million stake in a smartphone maker	Alibaba
417	1	594180.jpg	$T$ Thoughts on # Ferguson from @ VDHanson , Robert Woodson , @ JohnKavanagh , amp @ mikescintoshow !	The Seth Leibsohn Show
418	1	594180.jpg	The Seth Leibsohn Show Thoughts on $T$ from @ VDHanson , Robert Woodson , @ JohnKavanagh , amp @ mikescintoshow !	# Ferguson
419	1	594180.jpg	The Seth Leibsohn Show Thoughts on # Ferguson from @ VDHanson , $T$ , @ JohnKavanagh , amp @ mikescintoshow !	Robert Woodson
420	1	910373.jpg	RT @ alphabetsuccess : Success in any relationship or endeavor begins with trust . - $T$ # quote	Truett Cathy
421	0	14352.jpg	RT @ ESPN Numbers : Everyone reacting to $T$ being traded to the JETS . . .	Percy Harvin
422	1	14352.jpg	RT @ ESPN Numbers : Everyone reacting to Percy Harvin being traded to the $T$ . . .	JETS
423	2	616892.jpg	How happy is $T$ to have an Inter home shirt with a collar for 2 years running ? The man loves a popped collar .	Icardi
